movie_id,title,tags
709,Licence to Kill,Adventure Action Thriller corruption florida secret identity liberation of prisoners drug traffic floatplane transport of prisoners tank car florida keys coast guard airplane british secret service
49730,Red Riding Hood,Fantasy Thriller Horror winter fantasy fairy tale hood werewolf aftercreditsstinger duringcreditsstinger woman director red riding hood
2749,15 Minutes,Action Crime Thriller new york female nudity prison prostitute rape robbery fire detective airport shotgun prisoner ex-detainee attempted murder paranoia russian eastern europe video knife fistfight police thief revenge video camera escape breast dead body lawyer shot to death torture fear new york city urination violence home invasion criminal police detective death drunk nypd news report gun violence graveyard death of boyfriend
9607,Super Mario Bros.,Adventure Comedy Family Fantasy saving the world brother brother relationship royalty dinosaur based on video game woman director multiple dimensions
1830,Lord of War,Crime Drama Thriller cold war weapon arms dealer
79,Hero,Drama Adventure Action History countryside loss of lover right and justice patriot
54054,One for the Money,Action Comedy Crime bounty hunter based on novel romance framed bail jumper woman director
228967,The Interview,Action Comedy cia coup d'etat north korea assassination attempt evil dictator
46528,The Warrior's Way,Adventure Fantasy Action Western Thriller assassin small town forest revenge deception super speed surprise ending
27936,Micmacs,Action Comedy Crime unemployment contortionist human cannonball
65,8 Mile,Drama individual street gang adolescence rap music hip-hop rhyme battle trailer park ethnic stereotype single detroit eminem
280391,Why I Did (Not) Eat My Father,Adventure Comedy Animation animation evolution humanity
9476,A Knight's Tale,Adventure Drama Romance Action poetry knight tournament duel torture writer impostor church game jousting aftercreditsstinger
10610,The Medallion,Thriller Fantasy Action Comedy detective medallion leather jacket wretch fighter wizardry interpol
745,The Sixth Sense,Mystery Thriller Drama child abuse sense of guilt loss of child confidence psychology dying and death marriage crisis afterlife single paranormal phenomena cowardliness child spiritism
49527,Man on a Ledge,Action Thriller Crime deception new york city rooftop diamond heist framed for a crime escaped prisoner negotiator
73937,The Big Year,Comedy helicopter based on novel honeymoon airplane birding birdwatching duringcreditsstinger
1885,The Karate Kid,Drama flat taskmaster karate egg kids and family motorcycle
168672,American Hustle,Drama Crime con artist scam mobster fbi agent
18240,The Proposal,Comedy Romance Drama fictitious marriage deportation immigration law romantic comedy alaska naked scene co-worker humiliation book editor fake boyfriend duringcreditsstinger woman director pretend relationship
10398,Double Jeopardy,Crime Drama Mystery Thriller prison sailboat sailing trip new orleans women's prison probation murder hunt
165,Back to the Future Part II,Adventure Comedy Family Science Fiction skateboarding flying car car race delorean lightning almanac inventor time travel sequel diner alternate history teenager electric guitar walking cane high school dance hoverboard video phone
240832,Lucy,Action Science Fiction artificial intelligence telepathy intelligence drug mule telekinesis futuristic drug superpower tough girl imax surgery brain capacity synthetic drug human brain
216015,Fifty Shades of Grey,Drama Romance Thriller based on novel perversion spanking billionaire bdsm woman director
12279,Spy Kids 3-D: Game Over,Action Adventure Comedy Family Science Fiction video game intelligence liberation child hero mission
1645,A Time to Kill,Crime Drama Thriller ku klux klan rape mississippi jurors blackmail attempted murder forgiveness court shooting murder suspense lawyer trial courtroom racial tension kkk racial issues courtroom drama
11007,Cheaper by the Dozen,Comedy big family new job aspiring actor smart kid
193756,Lone Survivor,Action Drama Thriller War war survival navy seal military dangerous mission
11287,A League of Their Own,Comedy baseball world war ii sport baseball player female athlete home front woman director 1940s
259693,The Conjuring 2,Horror london england england 1970s spirit single mother demon paranormal investigation demonic possession valak annabelle
37799,The Social Network,Drama hacker hacking creator frat party social network deposition intellectual property entrepreneur arrogance young entrepreneur facebook
10184,He's Just Not That Into You,Comedy Romance Drama relationship ensemble cast duringcreditsstinger
4257,Scary Movie 4,Comedy haunted house alien life-form riesen-ipod
4234,Scream 3,Horror Mystery mask metal detector film director ex-cop reporter slasher scream series of murders
196,Back to the Future Part III,Adventure Comedy Family Science Fiction railroad robber california delorean indian territory sports car inventor locomotive saloon horseback riding time travel outlaw sequel mad scientist native american western shootout gunfight train wild west cavalry
257091,Get Hard,Comedy prison training framed embezzlement
6114,Dracula,Romance Horror adultery maze vampire bite remake rough sex wake religious conflict bestiality correspondence vampire sex autonomous shadow vlad fang vamp
24803,Julie & Julia,Romance Drama cooking book cookbook blog recipe woman director publishing
109410,42,Drama baseball biography sport brooklyn dodgers
1213,The Talented Mr. Ripley,Thriller Crime Drama venice italy gay new york lovesickness double life dual identity jealousy secret identity new love homicide atlantic ocean new identity planned murder prosecution yacht ship inferiority false identity beguilement rejection inferiority complex ocean liner friendship homosexuality wealth cowardliness envy
100042,Dumb and Dumber To,Comedy friendship sequel road movie buddy comedy
9036,Eight Below,Adventure Drama Family expedition pilot survival sled dogs seal
257211,The Intern,Comedy intern woman director
323675,Ride Along 2,Action Comedy police sequel police officer brother-in-law brother-in-law relationship black men buddy film
9361,The Last of the Mohicans,Action Adventure Drama History Romance War secret love mohawk native american 18th century french and indian war
1677,Ray,Drama Music black people soul country music loss of brother 1970s jazz blindness and impaired vision georgia overdose bus ride record producer biography from rags to riches childhood trauma gospel indianapolis record label recording studio
187,Sin City,Action Thriller Crime dystopia based on comic book held captive based on graphic novel black and white and color black and white scene black and white to color mysterious killer doing the right thing mercedes silhouette neo-noir
7461,Vantage Point,Drama Action Thriller Crime bomb terror spain usa president terrorist war against terror camera car journey press television camcorder bodyguard safety terror cell limousine media security guard
16538,"I Love You, Man",Comedy poker bondage duringcreditsstinger
9889,Shallow Hal,Comedy Romance overweight beauty hypnosis overweight man overweight woman oberflächlichkeit kompliment obesity fat suit beauty standards fat man fat woman attractiveness
820,JFK,Drama Thriller History assassination cia homophobia new orleans vietnam war john f. kennedy investigation government historical figure president conspiracy death kennedy assassination
11565,Big Momma's House 2,Comedy Crime undercover nanny computer virus stress undercover agent overweight woman children disguise fbi agent impersonation
6073,The Mexican,Action Comedy Crime Romance kidnapping pistol
16996,17 Again,Comedy high school bullying high school sports fake identity adult as a child do over
193610,The Other Woman,Comedy Romance infidelity revenge unfaithful boyfriend woman sitting on a toilet public toilet marital infidelity laxative unfaithful husband
19912,The Final Destination,Horror Mystery car race dying and death plan stock-car-race car crash premonition gore vision
296098,Bridge of Spies,Thriller Drama spy cia cold war soviet union pilot lawyer american
8007,Behind Enemy Lines,Action Drama Thriller War helicopter war crimes sniper bosnia and herzegovina fighter pilot bosnian war of 1992-1995 rescue escape tank atrocity gunfight combat military mine field action hero aircraft carrier reconnaissance mass grave
32823,Get Him to the Greek,Comedy aftercreditsstinger
4380,Shall We Dance?,Drama Romance Comedy jealousy wife husband relationship dancing master
11551,Small Soldiers,Comedy Adventure Fantasy Science Fiction Action defense industry toy shop technical toy soldier prototype killer toys toy comes to life
10336,Spawn,Action Adventure Fantasy Horror Science Fiction Thriller anti hero secret agent fistfight based on comic book burn victim
11362,The Count of Monte Cristo,Action Adventure Drama Thriller loss of lover lover (female) ex-lover torture napoleon bonaparte
50348,The Lincoln Lawyer,Crime Drama Thriller judge arrest jury private investigator
48138,Unknown,Action Mystery Thriller taxi hotel coma taxi driver prince briefcase hospital stolen identity
1124,The Prestige,Drama Mystery Thriller competition secret obsession magic dying and death class society illusion tricks hostility class rivalry
227159,Horrible Bosses 2,Comedy prison kidnapping sequel car chase sex addict sex tape
68179,Escape from Planet Earth,Animation Comedy Adventure Family Science Fiction spaceship alien rescue escape planet astronaut Γη mission control
1579,Apocalypto,Action Adventure Drama Thriller loss of family solar eclipse slavery jaguar village maya civilization forest tribe human sacrifice central america maya ancient civilization yucatec maya language
708,The Living Daylights,Action Adventure Thriller london england smuggling of arms prison england assassination spy falsely accused secret identity country estate arms deal russia drug traffic secret mission secret intelligence service kgb villain renegade special car tangier morocco big wheel pipeline cello orchestra freedom fighter czechoslovakia bratislava afghanistan airplane schloss schönbrunn escape moscow vienna
34851,Predators,Action Science Fiction Adventure Thriller hunter predator yakuza hunting human beings alien life-form sequel alien alien planet jungle soldier warrior
9930,Legal Eagles,Comedy Crime Drama Romance Thriller court case client lawyer courtroom
1586,Secret Window,Thriller Mystery alcohol adultery detective mississippi jealousy isolation paranoia motel window nightmare letter ax notebook police murder mystery arson writer divorce
2044,The Lake House,Romance Drama Mystery chicago writing architect future time architecture mysterious letter near future first kiss romantic drama passage of time
9913,The Skeleton Key,Drama Horror Mystery Thriller nurse secret dream fight kidnapping new orleans key plantation voodoo party lawyer blood violence mirror attic occult
71864,The Odd Life of Timothy Green,Fantasy Drama Comedy Family green dodgeball incredibile timothy
10761,Made of Honor,Comedy Romance scotland love of one's life ladykiller one-night stand bridesmaid forbidden love male female relationship best friends in love
209451,Jersey Boys,Music Drama biography based on play
11975,The Rainmaker,Drama Crime Thriller jurors proof court case leukemia lawyer courtroom
4970,Gothika,Horror Thriller amnesia mental institution patient trust false accusations medication gothic mental illness
11831,Amistad,Drama History Mystery cuba mutiny slavery sentence historical figure havanna tall ship slave trade
9096,Medicine Man,Adventure medicine ant research amazon cancer jungle doctor falling in love cure rainforest
440,Aliens vs Predator: Requiem,Fantasy Action Science Fiction Thriller Horror predator national guard hybrid alien morgue alien possession triangle infestation xenomorph
11011,Ri¢hie Ri¢h,Comedy Family family life raft private plane toothbrush gluttony magnifying glass rubber boat
10641,Autumn in New York,Drama Romance new love love of one's life unexpected happiness dying and death success kiss love relationship unhappiness woman director fear of dying
11172,Music and Lyrics,Comedy Music Romance pop star song romantic comedy song writing piano
39513,Paul,Adventure Comedy Science Fiction san diego area 51 alien space craft hit with a chair shot in the knee duringcreditsstinger 1980s
82687,The Guilt Trip,Comedy inventor road trip guilt mother son relationship woman director
41446,Scream 4,Horror Mystery sheriff book knife horror rescue author masked killer hospital corpse
8224,8MM,Thriller Crime Mystery pornography porn actor loss of daughter child pornography private investigator subculture private detective
10537,The Doors,Drama Music hippie poetry sex rock and roll nudity hallucination wilderness airplane musical addicted joint organ lsd biography alcoholism the doors car crash singer drug music band flashback blood ritual
225886,Sex Tape,Comedy marriage internet relationship family sex tape
10385,Hanging Up,Comedy Drama sister sister relationship cheating amnesia crisis line telephone loss of wife ex-wife woman director
55779,Final Destination 5,Horror Mystery premonition death by accident crash end is here duringcreditsstinger 3d
10154,Mickey Blue Eyes,Comedy Crime Romance new york marriage proposal fbi mafia boss mafia
10647,Pay It Forward,Drama Romance child's point of view candlelight vigil good deed exotic dancer schoolteacher extra credit assignment disfigurement junior high school burn injury woman director
11431,Fever Pitch,Comedy Drama Romance baseball fanatic relationship problems sport teacher red sox fenway park
8457,Drillbit Taylor,Comedy prison jealousy homeless person beach parents kids relationship fight bodyguard protection nerd high school substitute teacher campus teacher principal celebration school bus aftercreditsstinger school life teachers and students
188161,A Million Ways to Die in the West,Comedy Western gunslinger farmer wild west laxative
8850,The Shadow,Adventure Fantasy Action Thriller Science Fiction new york atomic bomb ladykiller hypnosis superhero based on comic book radio series invisibility the shadow
64685,Extremely Loud & Incredibly Close,Drama based on novel autism key scavenger hunt death of father young boy new york city tambourine lock grieving post 9/11
38357,Morning Glory,Comedy Drama Romance work ethic tv morning show tv reporter
10060,Get Rich or Die Tryin',Drama loss of mother attempted murder career musical rapper drug
11398,The Art of War,Crime Action Adventure china chinese woman secret agent conspiracy of murder united nations
1833,Rent,Drama Romance gay sex aids musical hiv based on play african american rock opera missing person hiv positive home movie mugging telephone call   lower east side
10391,Bless the Child,Drama Horror Thriller Crime sister sister relationship autism mephisto satanism ersatz
8970,The Out-of-Towners,Comedy new york travel misfortune
9306,The Island of Dr. Moreau,Fantasy Horror Science Fiction monster experiment island mutation genetics hybrid remake h. g. wells
11370,The Musketeer,Action Adventure Drama loss of family queen power power takeover kingdom royalty musketeer murder hunt
12184,The Other Boleyn Girl,Drama england sister sister relationship queen kingdom henry viii
1921,Sweet November,Drama Romance workaholic dogsitter
1683,The Reaping,Horror river miracle bible louisiana frog grasshopper faith
203,Mean Streets,Drama Crime epilepsy protection money secret love money redemption
11858,Renaissance Man,Comedy War vietnam veteran commercial advertising expert kaserne stau soldier unemployment woman director teachers and students
62835,Colombiana,Action Thriller Crime Drama street gang uncle female assassin witness to murder
18937,Quest for Camelot,Fantasy Animation Drama Romance Family
13536,City By The Sea,Crime Drama Mystery murder homicide detective
15556,At First Sight,Drama Romance blind massage therapist
10718,Torque,Action ex-girlfriend drug dealer gang motorcyclist
11062,City Hall,Drama Thriller corruption undercover war on drugs mayor drug dealer presidential election undercover agent investigation police drug
10802,Showgirls,Drama dancing female nudity go-go dancer spanner seduction striptease sexappeal
1887,Marie Antoinette,Drama History shoe voice over rite theatre audience bride and groom death of king applause woman director
6071,Kiss of Death,Action Crime Drama Thriller hoodlum
10461,Get Carter,Action Drama Thriller Crime ritual pornographic video car crash dvd
80278,The Impossible,Thriller Drama thailand tsunami family vacation tidal wave catastrophe swept away separation from family boxing day 21st century
12704,Ishtar,Action Adventure Comedy wilderness sahara beautiful woman singer escape woman director
10315,Fantastic Mr. Fox,Adventure Animation Comedy Family fox tree peasant revenge cider tale farm life
16643,Life or Something Like It,Comedy Drama Romance
2687,Memoirs of an Invisible Man,Comedy Fantasy Science Fiction invisible man
194,Amélie,Comedy Romance paris love triangle ghost train sex-shop shyness montmartre daughter garden gnome journey round the world photography
11025,New York Minute,Comedy twin sister music video geek vacation university teen comedy woman director
8849,Alfie,Comedy new york cheating flirt lover older woman seduces younger guy playboy
78698,Big Miracle,Adventure Drama Romance whale alaska aftercreditsstinger duringcreditsstinger greenpeace animal protection
30943,The Deep End of the Ocean,Drama Mystery kidnapping boy reunion
9544,FearDotCom,Horror Thriller race against time psychopath homepage cop doctor spirit killer voyeurism
24418,Cirque du Freak: The Vampire's Assistant,Adventure Fantasy Action Thriller vampire spider wolfman stew best friend antidote based on young adult novel
7288,Duplex,Action Comedy Thriller
14655,Soul Men,Comedy Music duringcreditsstinger
24575,Raise the Titanic,Action Drama Thriller
10366,Universal Soldier: The Return,Action Science Fiction super computer computer program destiny timebomb
19898,Pandorum,Action Horror Mystery Science Fiction Thriller dystopia spaceship survival mission
4965,Impostor,Action Science Fiction Thriller android alien
15074,Extreme Ops,Action Adventure Drama Thriller ski
56715,Just Visiting,Comedy Fantasy Science Fiction time travel remake alternate history dragon remake of french film alternate timeline flatulence
1272,Sunshine,Science Fiction Thriller saving the world bomb sun space marine sunlight solar energy space mission earth expiration
72358,A Thousand Words,Drama Comedy liar literary agent
20542,Delgo,Adventure Fantasy Animation Comedy Science Fiction Family
266396,The Gunman,Action Drama Crime assassin hitman
9978,Stormbreaker,Adventure Action Family england secret intelligence service child hero wretch teen spy based on young adult novel
8271,Disturbia,Thriller Drama Mystery kidnapping young people
10428,Hackers,Action Crime Thriller Drama female nudity hacker nudity computer virus virtual reality computer sexual fantasy prank internet cyberpunk teenager new york city secret service computer hacker dream sequence
5353,The Hunting Party,Action Adventure Thriller Drama civil war spy hotel journalist journalism war crimes hidden camera war victim war correspondent war balkan war serbia
11934,The Hudsucker Proxy,Comedy Drama suicide new york corruption journalist inventor undercover toy plan boss investigation company industry party money board stocks
14392,The Warlords,Action Drama History assassin general dynasty brother blood brother
19495,Nomad: The Warrior,Action History War
110415,Snowpiercer,Action Science Fiction Drama father son relationship child labour brothel winter allegory bridge post-apocalyptic dystopia hijacking of train based on comic book dam rifle pregnant train violence based on graphic novel guilt revolt duplicity tunnel social class population control perpetual winter city ruin
77459,A Monster in Paris,Adventure Animation Comedy Family Fantasy monster cgi 3d paris france
26486,The Last Shot,Action Comedy
9495,The Crow,Fantasy Action Thriller halloween arson detroit
256040,Baahubali: The Beginning,Action Adventure War History kingdom war bollywood medieval india ancient india
24420,The Time Traveler's Wife,Drama Romance Fantasy chicago sex based on novel nudity diary future time time travel marriage love romance travel tragic love relationship time traveler complication
1257,Because I Said So,Comedy mother guitar sister sister relationship profession new love architect mother role lonely hearts ad men clothing single mother daughter relationship los angeles fashion single father
62214,Frankenweenie,Animation Comedy Family shyness stop motion black and white retro dog animal death animal lover
16320,Serenity,Science Fiction Action Adventure Thriller martial arts telepathy dystopia spaceship fugitive based on tv series planet throat slitting cannibal reavers operative ex soldier firefly
8842,Against the Ropes,Romance Drama biography sport
9531,Superman III,Comedy Action Adventure Fantasy Science Fiction saving the world dc comics super computer identity crisis loss of powers sequel superhero based on comic book hacking super powers superhuman strength
64807,Grudge Match,Comedy father son relationship sport rivalry elderly elderly man
12289,Red Cliff,Adventure Drama Action flaming arrow chinese history strategy carrier pigeon spear throwing wall of fire white dove casualty of war arrow in back chinese tradition chinese painting broken arrow
11529,Sweet Home Alabama,Comedy Romance new york marriage proposal alabama career woman fashion designer
20943,The Ugly Truth,Comedy Romance romantic comedy romance tv morning show relationship opposites attract
9099,Sgt. Bilko,Comedy Family gulf war u.s. army based on tv series military spoof
9488,Spy Kids 2: The Island of Lost Dreams,Action Adventure Family spy experiment island secret organization wretch weapon rivalry scientist
193,Star Trek: Generations,Science Fiction Action Adventure Thriller based on tv series death exploding planet mountain cabin solar system
44865,The Grandmaster,Action Drama History martial arts kung fu biography kung fu master
55787,Water for Elephants,Drama Romance clown elephant trainer veterinary
257932,Dragon Nest: Warriors' Dawn,Adventure Family Fantasy Animation
10400,The Hurricane,Drama prison boxer boxing match boxing school biography
1957,Enough,Drama Thriller waitress wife husband relationship violent husband self-defense violence against women suspense marry rich abusive husband
10833,Heartbreakers,Crime Comedy Romance cons and scams
256961,Paul Blart: Mall Cop 2,Action Comedy Family shopping mall las vegas security guard
5852,Angel Eyes,Drama Romance Thriller car crash police officer
12312,Joe Somebody,Comedy profession karate daughter beförderung ex-wife parking slap
622,The Ninth Gate,Horror Mystery Thriller new york obsession passion for collection southern france mephisto antiquary book picture puzzle castle satanism millionaire
11306,Extreme Measures,Drama Thriller new york surgeon british suspense morgue hospital medical doctor medical research emergency room missing body
12508,Rock Star,Music Drama Comedy rock star success discontentedness and displeasedness heavy metal relationship problems
25793,Precious,Drama aids illiteracy song unwillingly pregnant balloon school crying motorcycle
10534,White Squall,Action Drama sailing trip diary sailing survival coming of age teenage boy discipline squall sail ship captain caribbean male bonding seasickness storm at sea 1960s
1091,The Thing,Horror Mystery Science Fiction ice space marine paranoia snow storm norwegian research station remake alien antarctica shape shifting alien sled dogs
87421,Riddick,Science Fiction Action Thriller dystopia revenge alien planet imax
10871,Switchback,Action Adventure Mystery Thriller loss of son serial killer train
13503,Texas Rangers,Action Western underwear tiger racial segregation
13600,City of Ember,Adventure Family Fantasy underground world mayor adventure post-apocalyptic dystopia puzzle box pipeworks
68722,The Master,Drama post traumatic stress  disorder sexual obsession postwar period drifter alcoholic cult leader scientology religious cult charismatic leader right hand man
14324,Virgin Territory,Adventure Action Comedy Romance
14325,The Express,Drama american football college biography sport syracuse university
299687,The 5th Wave,Adventure Science Fiction based on novel dystopia alien alien invasion human subjugation environmental disaster based on young adult novel
312221,Creed,Drama underdog sport spin off underground fighting motivational speaker boxing
23168,The Town,Crime Drama Thriller based on novel money laundering ambulance boston massachusetts bank manager drug dealer florist flower shop hold-up robbery volunteer stolen money friends car set on fire boston garden police chase best friend fenway park
76494,What to Expect When You're Expecting,Romance Comedy Drama based on novel adoption pregnant miscarriage expectant father pregnant wife vomiting expecting twins open air cinema giving birth
4944,Burn After Reading,Comedy Drama blackmail paranoia fitness-training plastic surgery autobiography memory corpse divorce gym disc ex priest
10488,Nim's Island,Adventure Comedy Family Fantasy fictional place exotic island shipwreck cruise volcano e-mail liana daughter turtle author talking animal pirate woman director iguana sea lion
96721,Rush,Drama Action world champion sport racing car formula 1 automobile racing based on true events
334,Magnolia,Drama farewell regret parents kids relationship suicide attempt becoming an adult loss of father dying and death chance child prodigy daughter unsociability reconciliation
23742,Cop Out,Action Comedy Crime new york money laundering daughter police undercover cop locked in trunk of car baseball card wedding police officer duringcreditsstinger
259694,How to Be Single,Comedy Romance new york based on novel one-night stand single
62837,Dolphin Tale,Drama Family dolphin boy trap summer tail
8966,Twilight,Adventure Fantasy Drama Romance soulmates vampire forbidden love immortality trust desire duringcreditsstinger woman director interspecies romance based on young adult novel fang vamp
8470,John Q,Drama Thriller Crime father son relationship chicago heart attack kidnapping heart disease hostage-taking hospital
11001,Blue Streak,Action Comedy Crime robbery diamant police operation police everyday life thief police officer police station
138832,We're the Millers,Comedy Crime mexico police gang drug smuggling drug family
16911,The Inhabited Island,Action Fantasy Science Fiction Thriller based on novel brother sister relationship sword fight spaceship strugatsky brainwashing big city girlfriend from china hard to kill outer space testting testing head of state
2163,Breakdown,Drama Action Thriller california bank ransom car breakdown kidnapping donut highway barn vacation stranded deception murder suspense redneck diner extortion captive car chase desert moving trucker
36670,Never Say Never Again,Adventure Action Thriller video game spy bahamas british stealing scuba diving scuba british secret service
23048,Hot Tub Time Machine,Science Fiction Comedy Adventure female nudity one-night stand time travel time machine incest overtones hot tub peter pan syndrome forty something skiing
227735,Dolphin Tale 2,Family Drama dolphin aquarium swimming
2155,Reindeer Games,Thriller prison robbery role reversal extramarital affair
8409,A Man Apart,Action Drama repayment arbitrary law cop loss of wife
222936,Aloha,Drama Comedy Romance love triangle hawaii satellite military duringcreditsstinger communication
31908,Ghosts of Mississippi,History Drama assassin widow trial civil rights activist
10219,Snow Falling on Cedars,Drama Romance journalist japanese wife fisherman war bias trial washington state japanese american
48171,The Rite,Drama Thriller Horror vatican violinist hospital miscarriage exorcist roman catholic seminary limp toad clergy formalin walking cane
782,Gattaca,Thriller Science Fiction Mystery Romance paraplegic suicide attempt cheating dna spaceman new identity heart disease false identity blood sample biotechnology space mission dystopia investigation genetics hostility exercise eugenics dystopic future
75531,Isn't She Great,Drama Comedy autism based on article
11802,Space Chimps,Animation Family space marine chimp space aftercreditsstinger
9776,Head of State,Comedy usa black people usa president presidential election election campaign
18785,The Hangover,Comedy underwear tiger stag night hangover lost weekend bag over head chapel hit with tire iron memory loss las vegas duringcreditsstinger elevator
365222,Ip Man 3,Action Drama History biography
817,Austin Powers: The Spy Who Shagged Me,Adventure Comedy Crime Science Fiction saving the world moon submarine clone spy cia showdown android usa president exotic island cat lasergun nasa undercover space marine car journey auto time travel supermodel single aftercreditsstinger duringcreditsstinger
268,Batman,Fantasy Action double life dc comics dual identity chemical crime fighter fictional place gotham city superhero super powers
2661,Batman,Fantasy Action double life dc comics dual identity chemical crime fighter fictional place gotham city superhero super powers
45054,There Be Dragons,Drama spanish civil war priest independent film catholic dying saint martyrdom
943,Lethal Weapon 3,Adventure Action Comedy Thriller Crime rookie cop dog biscuit shooting practice sitting on a toilet judo throw police psychologist buddy cop firing range aftercreditsstinger
22881,The Blind Side,Drama american football adoption education private school sport american football player duringcreditsstinger
10054,Spy Kids,Action Comedy Family Adventure double life parents kids relationship brother sister relationship loss of parents secret agent robot
51540,Horrible Bosses,Comedy Crime conspiracy of murder bad boss employee death of father stakeout duringcreditsstinger
44264,True Grit,Drama Adventure Western loss of father father murder texas ranger alcoholism betrayal
350,The Devil Wears Prada,Comedy Drama Romance paris journalist journalism world of fasion fashion journal assistant job entrant job interview editor-in-chief
152,Star Trek: The Motion Picture,Science Fiction Adventure Mystery artificial intelligence uss enterprise starfleet san francisco self sacrifice spacecraft klingon vulcan space opera
109431,Identity Thief,Comedy Crime
1598,Cape Fear,Crime Thriller prison child abuse rape small town daughter police revenge lawyer cigar smoking fear dog rapist
8065,21,Drama Crime gambling card game professor harvard university cohabitant college girlfriend studies dormitory friendship blackjack
271718,Trainwreck,Comedy alcohol one-night stand
11638,Guess Who,Comedy Romance black people jealousy parents-in-law trouble fiancée
409,The English Patient,Drama Romance War cairo egypt identity amnesia world war ii burn landmine expedition cave sandstorm royal geographic society cave painting prisoners of war map mine clearer hearing desert scientist intelligence traitor mural painting airplane secret love
2118,L.A. Confidential,Crime Drama Mystery Thriller corruption detective shotgun morgue f word domestic violence corpse crime district attorney bandage movie star man with glasses knife in thigh good cop bad cop switchblade call girl 1950s falsifying
11459,Sky High,Adventure Comedy Family hero loyalty mockery supernatural powers high school mission super powers teen superheroes
10806,In & Out,Comedy Romance gay homophobia coming out lgbt
9348,Species,Science Fiction Horror Action telepathy dna paranoia genetics instinct femme fatale alien on the run decapitation sexual attraction los angeles cocoon genetic engineering scientists alien dna
377,A Nightmare on Elm Street,Horror child murderer sleep nightmare supernatural slasher teenager trapped alcoholic boiler room booby trap disfigurement medical test dreams
8843,The Cell,Horror Science Fiction Thriller drowning therapist virtual reality serial killer psychopathy fbi agent
9313,The Man in the Iron Mask,Action Adventure Drama france swordplay mask musketeer
39486,Secretariat,Drama horse race horseback riding biography
1273,TMNT,Adventure Animation Comedy Family new york brother brother relationship journalist martial arts crime fighter secret identity mutant turtle love based on comic book reunion brother against brother
13920,Radio,Drama biography friendship sport
50544,Friends with Benefits,Romance Comedy funeral friends hospital aftercreditsstinger duringcreditsstinger
325133,Neighbors 2: Sorority Rising,Comedy alcohol college party sequel sorority neighbor family fraternity bathroom humor
140823,Saving Mr. Banks,Comedy Drama History biography animation writer moviemaking
1883,Malcolm X,Drama History islam new york prison assassination ku klux klan muslim police brutality beach koran jail guard prison cell bible biography martin luther king nation of islam civil rights movement  mekka pilgrimage cabriolet police historical figure malcolm x
89492,This Is 40,Comedy wife husband relationship children family relationships duringcreditsstinger
22949,Old Dogs,Comedy Family japanese camp best friend co-worker kids duringcreditsstinger sports marketing firm
12437,Underworld: Rise of the Lycans,Fantasy Action Adventure Science Fiction Thriller prison underworld slavery castle vampire war werewolf battle slave dungeon fang vamp
2959,License to Wed,Comedy new love ten commandments bride bridegroom marriage relation partnership civil registry office priest wedding church
9957,The Benchwarmers,Comedy baseball pizza sport paperboy team homerun video store
11648,Must Love Dogs,Comedy Romance sister sister relationship make a match single children teacher dating divorce pet dog computer dating internet dating wooden boats
9366,Donnie Brasco,Crime Drama Thriller undercover colombia mafia mobster dirty cop informant stealing money marriage counselor shaving cream playing cards
1576,Resident Evil,Horror Action Science Fiction undercover mutant dystopia conspiracy zombie based on video game
609,Poltergeist,Horror medium ghostbuster poltergeist haunted house dying and death family relationships good vs evil paranormal phenomena power of goodness parent-child bond haunted
5516,The Ladykillers,Comedy Crime Thriller church choir hiding place garbage duringcreditsstinger
13051,Max Payne,Action assassin based on video game aftercreditsstinger
49530,In Time,Action Thriller Science Fiction bank future time dystopia race against time immortality on the run class differences cops and robbers  rich vs poor
34806,The Back-Up Plan,Comedy Romance kiss sperm bank romantic comedy male female relationship doctor pregnancy single mother artificial insemination motherhood duringcreditsstinger
49022,Something Borrowed,Comedy Drama Romance new york alcohol based on novel secret cheating birthday destroy friends crush lawyer best friend wedding pregnancy relationship celebration roses lying flashback engaged loyal liaison confidant
11469,Black Knight,Adventure Comedy Fantasy england black people medallion castle time travel leap in time knight impostor king middle ages imposture medieval times
23479,The Bad News Bears,Comedy Family baseball sport little league
11667,Street Fighter,Action Adventure Thriller dictator martial arts hostage liberation of hostage hostage-taking street fighter united nations based on video game
423,The Pianist,Drama War individual resistance radio station war crimes loss of family child murderer hunger world war ii prisoners of war homeland deportation hiding place ghetto riot jew persecution liberation warsaw ghetto polish resistance nazis biography classical music panzer pianist
2447,The Nativity Story,Drama History jesus christ bible three kings archangel gabriel christian blessed hope wise men woman director
10066,House of Wax,Horror american football traffic jam remake murder suspense wax museum teenager group of friends ghost town wax
2288,Closer,Drama Romance father son relationship love at first sight photographer loss of lover cheating lie forbidden love tea lover kiss photography secret love times square liar sexchat based on play death of father falling in love
88794,J. Edgar,Drama Crime History biography historical figure fbi director
13515,Mirrors,Horror Mystery Thriller schizophrenia night watchman subway hallucination alcoholism ex-cop possession morgue rural setting medication demon psychiatrist mirror estranged wife nypd evil newspaper clipping
11979,Queen of the Damned,Drama Fantasy Horror queen rock star secret society vampire light bite music spontaneous combustion fatal attraction fang vamp
169,Predator 2,Science Fiction Action Thriller predator war on drugs extraterrestrial technology los angeles invisible
8090,Untraceable,Drama suicide fbi kidnapping snuff sadism investigation police psychopath webcam website murder serial killer internet torture violence voyeur
11622,Blast from the Past,Comedy Romance isolation atomic bomb bunker shelter
